location,party_a,party_b,year
Senegal,Government of Senegal,MFDC,1997
Senegal,Government of Senegal,MFDC,1998
Senegal,Government of Senegal,MFDC,2000
Senegal,Government of Senegal,MFDC,2001
Senegal,Government of Senegal,MFDC,2003
Senegal,Government of Senegal,MFDC,2011
Russia (Soviet Union),Government of Russia (Soviet Union),Republic of Armenia,1990
Russia (Soviet Union),Government of Russia (Soviet Union),Republic of Armenia,1991
Russia (Soviet Union),Government of Russia (Soviet Union),APF,1990
Trinidad and Tobago,Government of Trinidad and Tobago,Jamaat al-Muslimeen,1990
Djibouti,Government of Djibouti,FRUD,1991
Djibouti,Government of Djibouti,FRUD,1992
Djibouti,Government of Djibouti,FRUD,1993
Djibouti,Government of Djibouti,FRUD,1994
Djibouti,Government of Djibouti,FRUD-C,1999
Georgia,Government of Georgia,National Guard and Mkhedrioni,1991
Georgia,Government of Georgia,Zviadists,1992
Georgia,Government of Georgia,Zviadists,1993
Haiti,Government of Haiti,Military faction (forces of Himmler Rebu and Guy Francois),1989
Haiti,Government of Haiti,Military faction (forces of Raol Cédras),1991
Haiti,Government of Haiti,"FLRN, OP Lavalas",2004
Sierra Leone,Government of Sierra Leone,RUF,1991
Sierra Leone,Government of Sierra Leone,RUF,1992
Sierra Leone,Government of Sierra Leone,RUF,1993
Sierra Leone,Government of Sierra Leone,RUF,1994
Sierra Leone,Government of Sierra Leone,RUF,1995
Sierra Leone,Government of Sierra Leone,RUF,1996
Sierra Leone,Government of Sierra Leone,"AFRC, Kamajors, RUF",1997
Sierra Leone,Government of Sierra Leone,"AFRC, Kamajors, RUF",1998
Sierra Leone,Government of Sierra Leone,"AFRC, RUF",1999
Sierra Leone,Government of Sierra Leone,"RUF, WSB",2000
Sierra Leone,Government of Sierra Leone,RUF,2001
Turkey,Government of Turkey,DHKP-C,1991
Turkey,Government of Turkey,DHKP-C,1992
Turkey,Government of Turkey,DHKP-C,1993
Turkey,Government of Turkey,TKP-ML,2000
Turkey,Government of Turkey,MKP,2005
Turkey,Government of Turkey,"TAK, Yurtta Sulh Konseyi",2016
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),Republic of Slovenia,1991
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),"Croatian irregulars, Republic of Croatia",1991
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),Republic of Croatia,1992
Algeria,Government of Algeria,Takfir wa'l Hijra,1991
Algeria,Government of Algeria,AIS,1992
Algeria,Government of Algeria,"AIS, GIA",1993
Algeria,Government of Algeria,"AIS, GIA",1994
Algeria,Government of Algeria,"AIS, GIA",1995
Algeria,Government of Algeria,"AIS, GIA",1996
Algeria,Government of Algeria,"AIS, GIA",1997
Algeria,Government of Algeria,GIA,1998
Algeria,Government of Algeria,"AQIM, GIA",1999
Algeria,Government of Algeria,"AQIM, GIA",2000
Algeria,Government of Algeria,"AQIM, GIA",2001
Algeria,Government of Algeria,"AQIM, GIA",2002
Algeria,Government of Algeria,"AQIM, GIA",2003
Algeria,Government of Algeria,AQIM,2004
Algeria,Government of Algeria,AQIM,2005
Algeria,Government of Algeria,AQIM,2006
Algeria,Government of Algeria,AQIM,2007
Algeria,Government of Algeria,AQIM,2008
Algeria,Government of Algeria,AQIM,2009
Algeria,Government of Algeria,AQIM,2010
Algeria,Government of Algeria,AQIM,2011
Algeria,Government of Algeria,"AQIM, MUJAO",2012
Algeria,Government of Algeria,AQIM,2013
Algeria,Government of Algeria,AQIM,2014
Algeria,Government of Algeria,AQIM,2015
Algeria,Government of Algeria,AQIM,2016
Algeria,Government of Algeria,AQIM,2017
Algeria,Government of Algeria,AQIM,2018
Algeria,Government of Algeria,AQIM,2020
Angola,Government of Angola,FLEC-R,1991
Angola,Government of Angola,FLEC-FAC,1992
Angola,Government of Angola,"FLEC-FAC, FLEC-R",1994
Angola,Government of Angola,FLEC-FAC,1995
Angola,Government of Angola,FLEC-FAC,1996
Angola,Government of Angola,"FLEC-FAC, FLEC-R",1997
Angola,Government of Angola,FLEC-FAC,1998
Angola,Government of Angola,"FLEC-FAC, FLEC-R",2002
Angola,Government of Angola,FLEC-FAC,2003
Angola,Government of Angola,FLEC-FAC,2004
Angola,Government of Angola,FLEC-FAC,2007
Angola,Government of Angola,FLEC-FAC,2009
Angola,Government of Angola,FLEC-FAC-TN,2016
Angola,Government of Angola,FLEC-FAC-TN,2017
Angola,Government of Angola,FLEC-FAC-TN,2019
Angola,Government of Angola,FLEC-FAC-TN,2020
Angola,Government of Angola,FLEC-FAC-TN,2022
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1991
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1992
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1993
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1994
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1997
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,1998
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2005
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2008
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2012
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2014
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2015
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2016
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2017
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2020
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2021
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2022
Azerbaijan,Government of Azerbaijan,Republic of Artsakh,2023
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",1992
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",1993
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",1994
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",1995
Croatia,Government of Croatia,"Serbian irregulars, Serbian Republic of Krajina",1992
Croatia,Government of Croatia,Serbian Republic of Krajina,1993
Croatia,Government of Croatia,Serbian Republic of Krajina,1994
Croatia,Government of Croatia,Serbian Republic of Krajina,1995
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1993
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1994
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1995
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1996
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1997
Egypt,Government of Egypt,al-Gama'a al-Islamiyya,1998
Egypt,Government of Egypt,Ansar Bayt al-Maqdis,2014
Egypt,Government of Egypt,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam",2017
Egypt,Government of Egypt,Harakit Sawa'id Misr,2018
Egypt,Government of Egypt,Harakit Sawa'id Misr,2019
Georgia,Government of Georgia,Republic of Abkhazia,1992
Georgia,Government of Georgia,Republic of Abkhazia,1993
Georgia,Government of Georgia,Republic of South Ossetia,1992
Georgia,Government of Georgia,Republic of South Ossetia,2004
Georgia,Government of Georgia,Republic of South Ossetia,2008
Moldova,Government of Moldova,PMR,1992
Tajikistan,Government of Tajikistan,"PFT, UTO",1992
Tajikistan,Government of Tajikistan,UTO,1993
Tajikistan,Government of Tajikistan,UTO,1994
Tajikistan,Government of Tajikistan,UTO,1995
Tajikistan,Government of Tajikistan,UTO,1996
Tajikistan,Government of Tajikistan,Forces of Khudoberdiyev,1997
Tajikistan,Government of Tajikistan,"Forces of Khudoberdiyev, UTO",1998
Tajikistan,Government of Tajikistan,Forces of Mullo Abdullo,2000
Tajikistan,Government of Tajikistan,"Forces of Mullo Abdullo, IMU",2010
Tajikistan,Government of Tajikistan,IMU,2011
Azerbaijan,Government of Azerbaijan,Military faction (forces of Suret Husseinov),1993
Azerbaijan,Government of Azerbaijan,OPON Forces,1995
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,1993
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,1994
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,1995
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,Croatian Republic of Bosnia-Herzegovina,1992
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",1993
Bosnia-Herzegovina,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",1994
Russia (Soviet Union),Government of Russia (Soviet Union),Parliamentary Forces,1993
Russia (Soviet Union),Government of Russia (Soviet Union),"LSR, RDK, Wagner",2023
Mexico,Government of Mexico,EZLN,1994
Mexico,Government of Mexico,EPR,1996
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,1994
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,1995
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,1996
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,1999
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2000
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2001
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2002
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2003
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2004
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2005
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2006
Russia (Soviet Union),Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2007
Yemen (North Yemen),Government of Yemen (North Yemen),Democratic Republic of Yemen,1994
"Ecuador, Peru",Government of Ecuador,Government of Peru,1995
Pakistan,Government of Pakistan,MQM,1990
Pakistan,Government of Pakistan,MQM,1994
Pakistan,Government of Pakistan,MQM,1995
Pakistan,Government of Pakistan,MQM,1996
Pakistan,Government of Pakistan,TTP,2007
Pakistan,Government of Pakistan,TTP,2008
Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",2009
Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",2010
Pakistan,Government of Pakistan,TTP,2011
Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP, TTP - TA",2012
Pakistan,Government of Pakistan,"Lashkar-e-Islam, TTP",2013
Pakistan,Government of Pakistan,"IMU, Jamaat-ul-Ahrar, Lashkar-e-Islam, TTP",2014
Pakistan,Government of Pakistan,TTP,2015
Pakistan,Government of Pakistan,TTP,2016
Pakistan,Government of Pakistan,TTP,2017
Pakistan,Government of Pakistan,TTP,2018
Pakistan,Government of Pakistan,TTP,2019
Pakistan,Government of Pakistan,TTP,2020
Pakistan,Government of Pakistan,TTP,2021
Pakistan,Government of Pakistan,TTP,2022
Pakistan,Government of Pakistan,"TJP, TTP",2023
"Cameroon, Nigeria",Government of Cameroon,Government of Nigeria,1996
Niger,Government of Niger,FDR,1995
Comoros,Government of Comoros,MPA/Republic of Anjouan,1997
Congo,Government of Congo,Ninjas,1993
Congo,Government of Congo,"Cobras, Cocoyes",1997
Congo,Government of Congo,"Cocoyes, Ninjas, Ntsiloulous",1998
Congo,Government of Congo,"Cocoyes, Ntsiloulous",1999
Congo,Government of Congo,Ntsiloulous,2002
Congo,Government of Congo,Ntsiloulous,2016
"Eritrea, Ethiopia",Government of Eritrea,Government of Ethiopia,1998
"Eritrea, Ethiopia",Government of Eritrea,Government of Ethiopia,1999
"Eritrea, Ethiopia",Government of Eritrea,Government of Ethiopia,2000
"Eritrea, Ethiopia",Government of Eritrea,Government of Ethiopia,2016
Guinea-Bissau,Government of Guinea-Bissau,"Military Junta for the Consolidation of Democracy, Peace and Justice",1998
Guinea-Bissau,Government of Guinea-Bissau,"Military Junta for the Consolidation of Democracy, Peace and Justice",1999
Lesotho,Government of Lesotho,Military faction (Lesotho),1998
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),UCK,1998
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),UCK,1999
Ethiopia,Government of Ethiopia,OLF,1977
Ethiopia,Government of Ethiopia,OLF,1978
Ethiopia,Government of Ethiopia,OLF,1980
Ethiopia,Government of Ethiopia,OLF,1981
Ethiopia,Government of Ethiopia,OLF,1983
Ethiopia,Government of Ethiopia,OLF,1984
Ethiopia,Government of Ethiopia,OLF,1985
Ethiopia,Government of Ethiopia,OLF,1986
Ethiopia,Government of Ethiopia,OLF,1987
Ethiopia,Government of Ethiopia,OLF,1988
Ethiopia,Government of Ethiopia,OLF,1989
Ethiopia,Government of Ethiopia,OLF,1990
Ethiopia,Government of Ethiopia,OLF,1991
Ethiopia,Government of Ethiopia,OLF,1992
Ethiopia,Government of Ethiopia,OLF,1994
Ethiopia,Government of Ethiopia,OLF,1995
Ethiopia,Government of Ethiopia,OLF,1998
Ethiopia,Government of Ethiopia,OLF,1999
Ethiopia,Government of Ethiopia,OLF,2000
Ethiopia,Government of Ethiopia,OLF,2001
Ethiopia,Government of Ethiopia,OLF,2002
Ethiopia,Government of Ethiopia,OLF,2003
Ethiopia,Government of Ethiopia,OLF,2004
Ethiopia,Government of Ethiopia,OLF,2005
Ethiopia,Government of Ethiopia,OLF,2006
Ethiopia,Government of Ethiopia,OLF,2007
Ethiopia,Government of Ethiopia,OLF,2008
Ethiopia,Government of Ethiopia,OLF,2009
Ethiopia,Government of Ethiopia,OLF,2010
Ethiopia,Government of Ethiopia,OLF,2011
Ethiopia,Government of Ethiopia,OLF,2012
Ethiopia,Government of Ethiopia,OLF,2013
Ethiopia,Government of Ethiopia,OLF,2015
Ethiopia,Government of Ethiopia,OLF,2016
Ethiopia,Government of Ethiopia,OLA,2019
Ethiopia,Government of Ethiopia,OLA,2020
Ethiopia,Government of Ethiopia,OLA,2021
Ethiopia,Government of Ethiopia,OLA,2022
Ethiopia,Government of Ethiopia,OLA,2023
Russia (Soviet Union),Government of Russia (Soviet Union),Wahhabi movement of the Buinaksk district,1999
Uzbekistan,Government of Uzbekistan,IMU,1999
Uzbekistan,Government of Uzbekistan,IMU,2000
Uzbekistan,Government of Uzbekistan,JIG,2004
Central African Republic,Government of Central African Republic,Military faction (forces of André Kolingba),2001
Central African Republic,Government of Central African Republic,Forces of Francois Bozize,2002
Central African Republic,Government of Central African Republic,Seleka,2006
Central African Republic,Government of Central African Republic,CPJP,2009
Central African Republic,Government of Central African Republic,CPJP,2010
Central African Republic,Government of Central African Republic,CPJP,2011
Central African Republic,Government of Central African Republic,Seleka,2012
Central African Republic,Government of Central African Republic,"anti-Balaka, Seleka",2013
Central African Republic,Government of Central African Republic,anti-Balaka,2014
Central African Republic,Government of Central African Republic,anti-Balaka,2017
Central African Republic,Government of Central African Republic,"anti-Balaka, UPC",2018
Central African Republic,Government of Central African Republic,UPC,2019
Central African Republic,Government of Central African Republic,"CPC, UPC",2020
Central African Republic,Government of Central African Republic,"CPC, UPC",2021
Central African Republic,Government of Central African Republic,CPC,2022
Central African Republic,Government of Central African Republic,CPC,2023
North Macedonia,Government of North Macedonia,UCK,2001
United States of America,Government of United States of America,al-Qaida,2001
United States of America,Government of United States of America,al-Qaida,2002
United States of America,Government of United States of America,al-Qaida,2003
United States of America,Government of United States of America,al-Qaida,2004
United States of America,Government of United States of America,al-Qaida,2005
United States of America,Government of United States of America,al-Qaida,2006
United States of America,Government of United States of America,al-Qaida,2007
United States of America,Government of United States of America,al-Qaida,2008
United States of America,Government of United States of America,al-Qaida,2009
United States of America,Government of United States of America,al-Qaida,2010
United States of America,Government of United States of America,al-Qaida,2011
United States of America,Government of United States of America,al-Qaida,2012
United States of America,Government of United States of America,al-Qaida,2013
United States of America,Government of United States of America,al-Qaida,2014
United States of America,Government of United States of America,al-Qaida,2015
United States of America,Government of United States of America,al-Qaida,2016
United States of America,Government of United States of America,al-Qaida,2017
United States of America,Government of United States of America,al-Qaida,2019
Ivory Coast,Government of Ivory Coast,"MPCI, MPIGO",2002
Ivory Coast,Government of Ivory Coast,"MJP, MPIGO",2003
Ivory Coast,Government of Ivory Coast,FRCI,2004
Ivory Coast,Government of Ivory Coast,"FDSI-CI, FRCI",2011
"Australia, Iraq, United Kingdom, United States of America","Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,2003
India,Government of India,ABSU,1989
India,Government of India,ABSU,1990
India,Government of India,NDFB,1994
India,Government of India,NDFB,1996
India,Government of India,NDFB,1997
India,Government of India,NDFB,1998
India,Government of India,NDFB,1999
India,Government of India,NDFB,2001
India,Government of India,NDFB,2002
India,Government of India,NDFB,2003
India,Government of India,NDFB,2004
India,Government of India,NDFB - RD,2009
India,Government of India,NDFB - RD,2010
India,Government of India,NDFB-S,2013
India,Government of India,NDFB-S,2014
Myanmar (Burma),Government of Myanmar (Burma),UWSA,1997
Thailand,Government of Thailand,Patani insurgents,2003
Thailand,Government of Thailand,Patani insurgents,2004
Thailand,Government of Thailand,Patani insurgents,2005
Thailand,Government of Thailand,Patani insurgents,2006
Thailand,Government of Thailand,Patani insurgents,2007
Thailand,Government of Thailand,Patani insurgents,2008
Thailand,Government of Thailand,Patani insurgents,2009
Thailand,Government of Thailand,Patani insurgents,2010
Thailand,Government of Thailand,Patani insurgents,2011
Thailand,Government of Thailand,Patani insurgents,2012
Thailand,Government of Thailand,Patani insurgents,2013
Thailand,Government of Thailand,Patani insurgents,2014
Thailand,Government of Thailand,Patani insurgents,2015
Thailand,Government of Thailand,Patani insurgents,2016
Thailand,Government of Thailand,Patani insurgents,2017
Thailand,Government of Thailand,Patani insurgents,2018
Thailand,Government of Thailand,Patani insurgents,2019
Thailand,Government of Thailand,Patani insurgents,2020
Thailand,Government of Thailand,Patani insurgents,2021
Thailand,Government of Thailand,Patani insurgents,2022
Thailand,Government of Thailand,Patani insurgents,2023
Nigeria,Government of Nigeria,Ahlul Sunnah Jamaa,2004
Nigeria,Government of Nigeria,NDPVF,2004
Israel,Government of Israel,Hezbollah,1990
Israel,Government of Israel,Hezbollah,1991
Israel,Government of Israel,Hezbollah,1992
Israel,Government of Israel,Hezbollah,1993
Israel,Government of Israel,Hezbollah,1994
Israel,Government of Israel,Hezbollah,1995
Israel,Government of Israel,Hezbollah,1996
Israel,Government of Israel,Hezbollah,1997
Israel,Government of Israel,Hezbollah,1998
Israel,Government of Israel,Hezbollah,1999
Israel,Government of Israel,Hezbollah,2006
Israel,Government of Israel,Hezbollah,2023
"Tanzania, Uganda",Government of Tanzania,Government of Uganda,1978
Mauritania,Government of Mauritania,POLISARIO,1975
Mauritania,Government of Mauritania,POLISARIO,1976
Mauritania,Government of Mauritania,POLISARIO,1977
Mauritania,Government of Mauritania,POLISARIO,1978
DR Congo (Zaire),Government of DR Congo (Zaire),BDK,2007
DR Congo (Zaire),Government of DR Congo (Zaire),BDK,2008
DR Congo (Zaire),Government of DR Congo (Zaire),BDK,2017
DR Congo (Zaire),Government of DR Congo (Zaire),BDK,2020
Niger,Government of Niger,FLAA,1991
Niger,Government of Niger,FLAA,1992
Niger,Government of Niger,UFRA,1997
Niger,Government of Niger,MNJ,2007
Niger,Government of Niger,MNJ,2008
Niger,Government of Niger,JNIM,2021
Niger,Government of Niger,JNIM,2022
Niger,Government of Niger,JNIM,2023
"Afghanistan, Russia (Soviet Union)",Government of Afghanistan,Government of Russia (Soviet Union),1979
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2007
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2008
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2009
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2010
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2011
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2012
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2013
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2014
Russia (Soviet Union),Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2015
India,Government of India,PULF,2008
"Djibouti, Eritrea",Government of Djibouti,Government of Eritrea,2008
Ethiopia,Government of Ethiopia,SALF,1977
Ethiopia,Government of Ethiopia,SALF,1978
Ethiopia,Government of Ethiopia,SALF,1979
Ethiopia,Government of Ethiopia,SALF,1980
Ethiopia,Government of Ethiopia,SLM,1981
Ethiopia,Government of Ethiopia,SLM,1983
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2009
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2014
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2015
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2017
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2021
Myanmar (Burma),Government of Myanmar (Burma),MNDAA,2023
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1973
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1974
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1975
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1976
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1977
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1978
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1979
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1980
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1981
Myanmar (Burma),Government of Myanmar (Burma),LNUP,1982
Mauritania,Government of Mauritania,AQIM,2010
India,Government of India,GNLA,2012
India,Government of India,GNLA,2014
"Egypt, Israel",Government of Egypt,Government of Israel,1967
"Egypt, Israel",Government of Egypt,Government of Israel,1969
"Egypt, Israel",Government of Egypt,Government of Israel,1970
"Egypt, Israel",Government of Egypt,Government of Israel,1973
Sudan,Government of Sudan,Republic of South Sudan,2011
South Sudan,Government of South Sudan,"SSDM/A, SSLM/A",2011
South Sudan,Government of South Sudan,SSLM/A,2012
South Sudan,Government of South Sudan,"SPLM/A - IO, SSDM/A - Cobra Faction",2013
South Sudan,Government of South Sudan,SPLM/A - IO,2014
South Sudan,Government of South Sudan,SPLM/A - IO,2015
South Sudan,Government of South Sudan,SPLM/A - IO,2016
South Sudan,Government of South Sudan,SPLM/A - IO,2017
South Sudan,Government of South Sudan,SPLM/A - IO,2018
South Sudan,Government of South Sudan,NAS,2019
South Sudan,Government of South Sudan,NAS,2020
South Sudan,Government of South Sudan,"NAS, SPLM/A - IO - Kitgwang",2021
Libya,Government of Libya,"Forces of Muammar Gaddafi, NTC",2011
Libya,Government of Libya,ASL,2013
Libya,Government of Libya,"Forces of the House of Representatives, Zintan Military Council",2014
Libya,Government of Libya,Forces of the House of Representatives,2015
Libya,Government of Libya,"Forces of Khalifa al-Ghawil, Forces of the House of Representatives, PFLL",2017
Libya,Government of Libya,Forces of the House of Representatives,2019
Libya,Government of Libya,Forces of the House of Representatives,2020
Mali,Government of Mali,AQIM,2009
Mali,Government of Mali,"Ansar Dine, Military faction (Red Berets)",2012
Mali,Government of Mali,"Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion",2013
Mali,Government of Mali,"al-Murabitun, AQIM",2014
Mali,Government of Mali,"Ansar Dine, AQIM",2015
Mali,Government of Mali,"Ansar Dine, AQIM",2016
Mali,Government of Mali,"AQIM, JNIM",2017
Mali,Government of Mali,JNIM,2018
Mali,Government of Mali,JNIM,2019
Mali,Government of Mali,JNIM,2020
Mali,Government of Mali,JNIM,2021
Mali,Government of Mali,JNIM,2022
Mali,Government of Mali,JNIM,2023
"South Sudan, Sudan",Government of South Sudan,Government of Sudan,2012
China,Government of China,ETIM,2008
Bangladesh,Government of Bangladesh,"PBCP, PBCP-J",2005
Bangladesh,Government of Bangladesh,PBCP-J,2006
Ethiopia,Government of Ethiopia,IGLF,1991
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,1991
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,1995
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,2000
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,2001
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,2005
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,2006
Myanmar (Burma),Government of Myanmar (Burma),NSCN-K,2007
Malaysia,Government of Malaysia,Sultanate of Sulu,2013
Hyderabad,Government of Hyderabad,CPI,1947
Hyderabad,Government of Hyderabad,CPI,1948
Syria,Government of Syria,PYD,2012
Syria,Government of Syria,PYD,2013
Syria,Government of Syria,PYD,2014
Syria,Government of Syria,PYD,2015
Ukraine,Government of Ukraine,Maidan,2014
"Russia (Soviet Union), Ukraine",Government of Russia (Soviet Union),Government of Ukraine,2022
"Russia (Soviet Union), Ukraine",Government of Russia (Soviet Union),Government of Ukraine,2023
Ukraine,Government of Ukraine,DPR,2014
Ukraine,Government of Ukraine,LPR,2014
Ukraine,Government of Ukraine,United Armed Forces of Novorossiya,2014
Ukraine,Government of Ukraine,"DPR, LPR, United Armed Forces of Novorossiya",2015
Ukraine,Government of Ukraine,"DPR, LPR",2016
Ukraine,Government of Ukraine,"DPR, LPR",2017
Ukraine,Government of Ukraine,"DPR, LPR",2018
Ukraine,Government of Ukraine,"DPR, LPR",2019
Ukraine,Government of Ukraine,"DPR, LPR",2020
Ukraine,Government of Ukraine,"DPR, LPR",2021
Ukraine,Government of Ukraine,DPR,2022
"Kyrgyzstan, Tajikistan",Government of Kyrgyzstan,Government of Tajikistan,2021
"Kyrgyzstan, Tajikistan",Government of Kyrgyzstan,Government of Tajikistan,2022
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2015
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2016
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2017
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2018
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2019
Russia (Soviet Union),Government of Russia (Soviet Union),IS,2020
Syria,Government of Syria,IS,2013
Syria,Government of Syria,IS,2014
Syria,Government of Syria,IS,2015
Syria,Government of Syria,IS,2016
Syria,Government of Syria,IS,2017
Syria,Government of Syria,IS,2018
Syria,Government of Syria,IS,2019
Syria,Government of Syria,IS,2020
Syria,Government of Syria,IS,2021
Syria,Government of Syria,IS,2022
Syria,Government of Syria,IS,2023
Mali,Government of Mali,FLM,2015
Afghanistan,Government of Afghanistan,IS,2015
Afghanistan,Government of Afghanistan,IS,2016
Afghanistan,Government of Afghanistan,IS,2017
Afghanistan,Government of Afghanistan,IS,2018
Afghanistan,Government of Afghanistan,IS,2019
Afghanistan,Government of Afghanistan,IS,2020
Afghanistan,Government of Afghanistan,IS,2021
Afghanistan,Government of Afghanistan,IS,2022
Afghanistan,Government of Afghanistan,IS,2023
Cameroon,Government of Cameroon,IS,2015
Cameroon,Government of Cameroon,IS,2016
Cameroon,Government of Cameroon,IS,2019
Cameroon,Government of Cameroon,IS,2021
Cameroon,Government of Cameroon,IS,2023
Niger,Government of Niger,IS,2015
Niger,Government of Niger,IS,2016
Niger,Government of Niger,IS,2017
Niger,Government of Niger,IS,2018
Niger,Government of Niger,IS,2019
Niger,Government of Niger,IS,2020
Niger,Government of Niger,IS,2021
Niger,Government of Niger,IS,2022
Niger,Government of Niger,IS,2023
Chad,Government of Chad,IS,2015
Chad,Government of Chad,IS,2017
Chad,Government of Chad,IS,2018
Chad,Government of Chad,IS,2019
Chad,Government of Chad,IS,2020
