recipients,suppliers,year,quantity,weapon description,status
Iraq,Brazil,1981,100,APC,New
Colombia,Brazil,1981,76,APC,New
Bolivia,Brazil,1977,24,armoured car,New
Bolivia,Brazil,1977,24,APC,New
Nigeria,Brazil,1992,75,armoured car,New
Chile,Brazil,1975,37,APC,New
Gabon,Brazil,1981,14,armoured car,New
Gabon,Brazil,1980,3,light transport aircraft,New
Gabon,Brazil,1980,1,maritime patrol aircraft,New
Argentina,Brazil,1960,12,transport aircraft,Second hand
Paraguay,Brazil,1978,10,trainer/combat aircraft,New
Iraq,Brazil,1979,200,armoured car,New
Libya,Brazil,1981,180,APC,New
Qatar,Brazil,1978,20,armoured car,New
Paraguay,Brazil,1975,8,trainer aircraft,New
Togo,Brazil,1978,3,trainer/combat aircraft,New
Uruguay,Brazil,1978,1,light transport aircraft,New
Togo,Brazil,1975,3,trainer/combat aircraft,New
Libya,Brazil,1973,500,armoured car,New
Chile,Brazil,1977,6,maritime patrol aircraft,New
Argentina,Brazil,2007,1,helicopter,Second hand
France,Brazil,1981,43,light transport aircraft,New
unknown recipient(s),Brazil,2010,50,guided bomb,New
Afghanistan,Brazil,2013,20,trainer/combat aircraft,New
Colombia,Brazil,2009,50,guided bomb,New
Paraguay,Brazil,1984,28,armoured car,New
Ecuador,Brazil,2008,18,trainer/combat aircraft,New
Lebanon,Brazil,2015,6,trainer/combat aircraft,New
Namibia,Brazil,2003,1,OPV/tug,Second hand
South Korea,Brazil,1980,30,trainer aircraft,Second hand
Chile,Brazil,1974,83,armoured car,New
Egypt,Brazil,1989,14,trainer aircraft,New
Comoros,Brazil,2012,1,light transport aircraft,Second hand
Tunisia,Brazil,1982,6,APC,New
Iraq,Brazil,1981,200,armoured car,New
Iraq,Brazil,1979,100,APC,New
United Kingdom,Brazil,1985,130,trainer aircraft,New
Chile,Brazil,2006,1,helicopter,Second hand
Ecuador,Brazil,2006,5,transport aircraft,Second hand
Bolivia,Brazil,2005,6,trainer aircraft,Second hand
Paraguay,Brazil,2005,6,trainer aircraft,Second hand
Paraguay,Brazil,1986,6,trainer aircraft,Second hand
Suriname,Brazil,1983,6,armoured car,New
Venezuela,Brazil,1983,38,APC,New
Cyprus,Brazil,1982,126,armoured car,New
Peru,Brazil,1984,20,trainer aircraft,New
France,Brazil,1968,22,light aircraft,Second hand
Indonesia,Brazil,2012,8,trainer/combat aircraft,New
Paraguay,Brazil,1975,5,transport aircraft,Second hand
Paraguay,Brazil,1975,10,trainer aircraft,Second hand
Colombia,Brazil,1968,1,transport aircraft,Second hand
Philippines,Brazil,2017,6,trainer/combat aircraft,New
Mali,Brazil,2015,4,trainer/combat aircraft,New
Paraguay,Brazil,1960,14,trainer aircraft,Second hand
Saudi Arabia,Brazil,2014,10,self-propelled MRL,New
Dominican Republic,Brazil,2008,8,trainer/combat aircraft,New
Bolivia,Brazil,1981,6,light helicopter,New
Bolivia,Brazil,2011,4,helicopter,Second hand
Egypt,Brazil,1983,40,trainer aircraft,New
Nigeria,Brazil,2018,12,trainer/combat aircraft,New
Paraguay,Brazil,1960,5,trainer aircraft,Second hand
Angola,Brazil,2006,1,transport aircraft,New
Colombia,Brazil,1992,2,light transport aircraft,New
Suriname,Brazil,1983,15,APC,New
Iraq,Brazil,1981,67,self-propelled MRL,New
Chile,Brazil,2019,4,trainer/combat aircraft,New
Greece,Brazil,1999,4,AEW&C aircraft,New
Argentina,Brazil,1987,30,trainer aircraft,New
Argentina,Brazil,1982,3,maritime patrol aircraft,Second hand
Uruguay,Brazil,2013,15,light tank,Second hand
Indonesia,Brazil,2012,36,self-propelled MRL,New
Guyana,Brazil,2018,2,light transport aircraft,Second hand
Lebanon,Brazil,2014,20,APC,New
Chile,Brazil,2017,6,trainer/combat aircraft,New
Paraguay,Brazil,2009,3,trainer aircraft,Second hand
Mauritania,Brazil,2011,2,trainer/combat aircraft,New
Indonesia,Brazil,2011,8,trainer/combat aircraft,New
Paraguay,Brazil,1984,9,light tank,Second hand
Colombia,Brazil,1981,120,armoured car,New
Mozambique,Brazil,2014,3,trainer aircraft,Second hand
Burkina Faso,Brazil,2010,3,trainer/combat aircraft,New
Angola,Brazil,2011,6,trainer/combat aircraft,New
UAE,Brazil,1982,60,APC,New
Gabon,Brazil,1981,12,APC,New
Zimbabwe,Brazil,1983,90,armoured car,New
Paraguay,Brazil,1985,2,light helicopter,New
Uruguay,Brazil,2008,1,transport aircraft,New
United Kingdom,Brazil,2016,5,light transport aircraft,New
Paraguay,Brazil,1984,12,APC,New
Paraguay,Brazil,1984,2,transport aircraft,Second hand
Jordan,Brazil,1987,28,APC,New
Namibia,Brazil,2004,1,patrol craft,New
Mexico,Brazil,2001,1,AEW&C aircraft,New
Ecuador,Brazil,1983,10,reconnaissance AV,New
Portugal,Brazil,2019,5,transport aircraft,New
France,Brazil,2020,2,transport aircraft,Second hand
Indonesia,Brunei,2010,2,FAC,Second hand
Malaysia,Brunei,2014,4,transport helicopter,Second hand
Iraq,Bulgaria,2021,55,tank,Second hand
Iraq,Bulgaria,2015,280,IFV,Second hand
Cote d'Ivoire,Bulgaria,2003,2,combat helicopter,Second hand
Cote d'Ivoire,Bulgaria,2003,3,mortar,Second hand
Cote d'Ivoire,Bulgaria,2003,2,fighter aircraft,Second hand
Azerbaijan,Bulgaria,2002,36,towed gun,Second hand
Cote d'Ivoire,Bulgaria,2000,10,portable SAM,Second hand
United States,Bulgaria,2002,1,transport helicopter,Second hand
UAE,Bulgaria,2002,900,anti-tank missile,New
Cote d'Ivoire,Bulgaria,2002,2,transport helicopter,Second hand
Angola,Bulgaria,1999,24,towed gun,Second hand
Eritrea,Bulgaria,1999,12,self-propelled gun,Second hand
Angola,Bulgaria,1999,31,tank,Second hand
Angola,Bulgaria,1999,4,towed gun,Second hand
Angola,Bulgaria,1999,4,self-propelled gun,Second hand
Congo,Bulgaria,1999,3,self-propelled gun,Second hand
Zimbabwe,Bulgaria,1999,60,mortar,Second hand
Eritrea,Bulgaria,1999,30,towed gun,Second hand
Czechia,Bulgaria,2000,10,anti-tank missile,Second hand
Czechia,Bulgaria,1998,40,anti-tank missile,Second hand
Myanmar,Bulgaria,1998,100,portable SAM,New
Lithuania,Bulgaria,1999,20,mortar,New
Congo,Bulgaria,1998,18,mortar,Second hand
Ethiopia,Bulgaria,1998,50,tank,Second hand
Uganda,Bulgaria,1998,28,tank,Second hand
Estonia,Bulgaria,1996,14,mortar,Second hand
Cambodia,Bulgaria,1996,4,trainer/combat aircraft,Second hand
Southern rebels (Yemen)*,Bulgaria,1994,10,mortar,Second hand
United States,Bulgaria,2013,610,anti-tank missile,New
Peru,Bulgaria,1994,417,portable SAM,New
Southern rebels (Yemen)*,Bulgaria,1994,6,tank,Second hand
Angola,Bulgaria,1993,24,tank,Second hand
Angola,Bulgaria,1993,29,IFV,Second hand
Southern rebels (Yemen)*,Bulgaria,1994,56,tank,Second hand
Syria,Bulgaria,1992,210,mortar,New
Romania,Bulgaria,1988,42,SPG turret,New
Cambodia,Bulgaria,1986,4,fighter aircraft,Second hand
Cambodia,Bulgaria,1986,18,fighter aircraft,Second hand
Nicaragua,Bulgaria,1982,25,reconnaissance AV,Second hand
Argentina,Bulgaria,1983,50,portable SAM,New
Mali,Bulgaria,2011,2,combat helicopter,Second hand
Uganda,Bulgaria,2010,3,trainer/combat aircraft,Second hand
Georgia,Bulgaria,2005,4,ground attack aircraft,Second hand
unknown recipient(s),Bulgaria,2011,3,trainer/combat aircraft,Second hand
Georgia,Bulgaria,2011,12,towed gun,Second hand
Cambodia,Bulgaria,2010,40,APC,Second hand
Georgia,Bulgaria,2009,12,towed gun,Second hand
Chad,Bulgaria,2007,10,self-propelled gun,Second hand
Georgia,Bulgaria,2003,14,mortar,Second hand
Eritrea,Bulgaria,2003,9,towed gun,Second hand
Eritrea,Bulgaria,2003,40,towed gun,Second hand
Eritrea,Bulgaria,2004,20,self-propelled gun,Second hand
Eritrea,Bulgaria,2004,120,tank,Second hand
Eritrea,Bulgaria,2004,10,APC,Second hand
Ethiopia,Bulgaria,2003,5,trainer aircraft,Second hand
Georgia,Bulgaria,2001,2,landing craft,Second hand
North Macedonia,Bulgaria,1999,108,towed gun,Second hand
North Macedonia,Bulgaria,1999,36,tank,Second hand
North Macedonia,Bulgaria,1999,58,tank,Second hand
Ethiopia,Bulgaria,1998,140,tank,Second hand
Burkina Faso,Bulgaria,2018,3,combat helicopter,Second hand
Uganda,Bulgaria,2018,2,trainer/combat aircraft,Second hand
Uganda,Bulgaria,2015,12,anti-tank missile,New
Saudi Arabia,Bulgaria,2015,2200,anti-tank missile,New
Saudi Arabia,Bulgaria,2016,24,APC,Second hand
Cambodia,Bulgaria,2010,4,reconnaissance AV,Second hand
Angola,Bulgaria,2014,18,towed gun,Second hand
Cote d'Ivoire,Bulgaria,2017,2,transport aircraft,Second hand
Senegal,Bulgaria,2021,12,mortar,Second hand
Uganda,Bulgaria,2021,31,tank,Second hand
Georgia,Bulgaria,2006,600,anti-tank missile,New
Senegal,Bulgaria,2014,8,mortar,New
Iraq,Bulgaria,2014,400,mortar,Second hand
Lithuania,Bulgaria,2013,36,mortar,New
Angola,Bulgaria,2014,31,APC,New
North Macedonia,Bulgaria,1999,8,towed gun,Second hand
Nigeria,Bulgaria,2015,10,self-propelled MRL,Second hand
Uganda,Bulgaria,2015,10,mortar,Second hand
Angola,Bulgaria,2015,27,towed gun,Second hand
Nigeria,Bulgaria,2015,2,APC,Second hand
Angola,Bulgaria,2018,9,self-propelled gun,Second hand
Cote d'Ivoire,Bulgaria,2016,3,combat helicopter,Second hand
DR Congo,Bulgaria,2013,12,towed gun,Second hand
Iraq,Bulgaria,2014,18,towed gun,Second hand
Georgia,Bulgaria,2013,5,tank,Second hand
Tajikistan,Bulgaria,2013,15,self-propelled MRL,Second hand
Mali,Bulgaria,2013,30,self-propelled MRL,Second hand
Cote d'Ivoire,Bulgaria,2019,2,combat helicopter,Second hand
Angola,Bulgaria,2017,20,self-propelled MRL,Second hand
Angola,Bulgaria,2017,5,ARV,Second hand
Mali,Bulgaria,2006,2,combat helicopter,Second hand
Mali,Bulgaria,2008,2,combat helicopter,Second hand
Togo,Bulgaria,1996,6,self-propelled gun,Second hand
Mali,Bulgaria,2007,34,APC,Second hand but modernized
Mali,Bulgaria,2006,44,reconnaissance AV,Second hand
Senegal,Bulgaria,2015,24,mortar,Second hand
Soviet Union,Bulgaria,1990,3,reconnaissance aircraft,Second hand
United States,Bulgaria,2002,2,combat helicopter,Second hand
Iraq,Bulgaria,2021,20,IFV,Second hand
LTTE (Sri Lanka)*,Cambodia,1994,25,portable SAM,Second hand
MTA (Myanmar)*,Cambodia,1993,10,portable SAM,Second hand
LTTE (Sri Lanka)*,Cambodia,1999,5,towed gun,Second hand
Ireland,Canada,1997,1,OPV,New
Malawi,Canada,2021,4,aircraft engine,New
Germany,Canada,2021,6,SAM,Second hand
Netherlands,Canada,2021,6,SAM,Second hand
United States,Canada,2020,3,aircraft engine,New
Ukraine,Canada,2023,288,BVRAAM,Second hand
Senegal,Canada,2021,4,aircraft engine,New
Ukraine,Canada,2022,50,guided shell,Second hand
New Zealand,Canada,2001,102,IFV,New
Australia,Canada,2015,49,aircraft engine,New
Australia,Canada,2017,3,trainer/combat aircraft,Second hand
Australia,Canada,2018,3,helicopter,Second hand
Serbia,Canada,2022,4,aircraft engine,New
Turkmenistan,Canada,2019,5,aircraft engine,New
Ukraine,Canada,2022,13,APV,New
Egypt,Canada,1981,10,transport aircraft,New
Ukraine,Canada,2022,800,APC/APV,New
Ukraine,Canada,2022,208,APC/APV,New
Ukraine,Canada,2022,8,tank,Second hand
Philippines,Canada,2019,6,aircraft engine,New
Ukraine,Canada,2023,43,SRAAM,Second hand
United States,Canada,2012,1,transport aircraft,New
India,Canada,2021,130,aircraft engine,New
Switzerland,Canada,2006,6,aircraft engine,New
Singapore,Canada,2006,19,aircraft engine,New
Saudi Arabia,Canada,2006,132,APC,New
Sweden,Canada,1995,8,ASW sonar,New
Mexico,Canada,1985,9,MP aircraft radar,New
Thailand,Canada,1991,2,aircraft engine,New
Spain,Canada,1999,18,aircraft engine,New
Haiti,Canada,1983,4,turbofan,New
Singapore,Canada,1983,30,turbofan,New
Philippines,Canada,1988,18,turbofan,New
Cyprus,Canada,1987,2,aircraft engine,New
Thailand,Canada,1997,16,aircraft engine,New
South Africa,Canada,1993,60,aircraft engine,New
Germany,Canada,1989,10,aircraft engine,New
Ireland,Canada,2002,8,aircraft engine,New
Oman,Canada,1999,12,aircraft engine,New
Thailand,Canada,1990,20,aircraft engine,New
Netherlands,Canada,1988,10,aircraft engine,New
Bolivia,Canada,1979,12,aircraft engine,New
Chile,Canada,1979,10,aircraft engine,New
Guatemala,Canada,1978,12,aircraft engine,New
Mexico,Canada,1981,17,aircraft engine,New
Greece,Canada,1999,45,aircraft engine,New
Iran,Canada,1988,25,aircraft engine,New
Peru,Canada,1991,10,aircraft engine,New
Indonesia,Canada,2005,5,aircraft engine,New
France,Canada,1991,50,aircraft engine,New
Myanmar,Canada,1990,3,aircraft engine,New
Netherlands,Canada,1997,3,aircraft engine,New
Botswana,Canada,1989,7,aircraft engine,New
Brunei,Canada,1996,4,aircraft engine,New
Myanmar,Canada,1985,4,aircraft engine,New
Mexico,Canada,1978,38,aircraft engine,New
Malaysia,Canada,2006,10,aircraft engine,New
Australia,Canada,1986,67,aircraft engine,New
Iraq,Canada,1986,20,aircraft engine,New
South Africa,Canada,1989,7,aircraft engine,New
Peru,Canada,1984,20,aircraft engine,New
Brazil,Canada,1980,168,aircraft engine,New
Indonesia,Canada,2001,7,aircraft engine,New
South Korea,Canada,1995,105,aircraft engine,New
Netherlands,Canada,1974,10,ASW sonar,New
Belgium,Canada,1973,4,ASW sonar,New
Colombia,Canada,2005,25,aircraft engine,New
Portugal,Canada,1991,4,ASW sonar,New
United States,Canada,1970,22,fighter aircraft,Second hand
Iraq,Canada,2005,8,light aircraft,New
Dominican Republic,Canada,2003,8,light helicopter,Second hand
Belgium,Canada,1995,3,ASW sonar,New
Iraq,Canada,2004,8,light aircraft,New
Indonesia,Canada,1960,1,light transport aircraft,New
Germany,Canada,2014,7,FGA aircraft,Second hand
United States,Canada,1994,35,light helicopter,New
United States,Canada,1999,35,light helicopter,New
Paraguay,Canada,1987,6,aircraft engine,New
Colombia,Canada,2002,2,MP aircraft radar,New
Iraq,Canada,1983,80,aircraft engine,New
France,Canada,1987,50,UAV,New
Italy,Canada,1970,100,UAV,New
Germany,Canada,1965,100,UAV,New
United Kingdom,Canada,1963,100,UAV,New
Colombia,Canada,1992,14,aircraft engine,New
Argentina,Canada,1987,30,aircraft engine,New
France,Canada,1970,100,UAV,New
Angola,Canada,1998,6,aircraft engine,New
Israel,Canada,1975,3,MP aircraft radar,New
Slovenia,Canada,1997,9,aircraft engine,New
Brazil,Canada,2000,8,towed gun,Second hand
Greece,Canada,1999,2,maritime patrol aircraft,New
Philippines,Canada,1980,3,MP aircraft radar,New
Peru,Canada,1976,2,MP aircraft radar,New
Thailand,Canada,1982,3,MP aircraft radar,New
Thailand,Canada,1985,1,MP aircraft radar,New
Angola,Canada,1980,1,MP aircraft radar,New
Pakistan,Canada,1984,3,MP aircraft radar,New
Spain,Canada,1978,3,MP aircraft radar,New
Malaysia,Canada,1966,20,trainer/combat aircraft,New
Mexico,Canada,2000,1,transport aircraft,New
Ireland,Canada,1991,2,MP aircraft radar,New
Taiwan,Canada,1986,27,MP aircraft radar,New
United States,Canada,1990,5,MP aircraft radar,New
Ireland,Canada,2000,1,OPV,New
Saudi Arabia,Canada,1990,987,APC,New
Portugal,Canada,1954,50,tank,Second hand
Brazil,Canada,1997,3,AGS radar,New
Australia,Canada,1955,5,light transport aircraft,New
Yugoslavia,Canada,1953,1,light transport aircraft,New
Panama,Canada,1980,1,transport aircraft,New
Greece,Canada,1957,22,trainer aircraft,New
South Korea,Canada,1950,10,trainer aircraft,New
United States,Canada,1951,285,trainer aircraft,New
Denmark,Canada,1977,4,armoured bridgelayer,Second hand
Jamaica,Canada,1976,1,transport aircraft,New
Ireland,Canada,1949,8,trainer aircraft,New
Thailand,Canada,2021,2,aircraft engine,New
Brazil,Canada,1960,2,ASW aircraft,New
Australia,Canada,1995,14,IFV,New
Croatia,Canada,1996,17,aircraft engine,New
United States,Canada,1995,4,transport aircraft,Second hand
United States,Canada,1994,17,APC,New
Austria,Canada,1979,87,tank turret,Second hand
Venezuela,Canada,1953,9,bomber aircraft,Second hand
United States,Canada,1994,12,APC,New
Chile,Canada,1995,1,icebreaker,Second hand
Venezuela,Canada,1973,2,FGA aircraft,Second hand
Belgium,Canada,1956,53,fighter aircraft,New
Israel,Canada,1949,5,trainer aircraft,New
India,Canada,1967,3,light transport aircraft,New
Spain,Canada,1977,6,fire control radar,New
Spain,Canada,1977,4,fire control radar,New
Spain,Canada,1987,10,fire control radar,New
Spain,Canada,1994,2,fire control radar,New
Spain,Canada,1991,2,fire control radar,New
United States,Canada,1951,60,fighter aircraft,New
Thailand,Canada,1993,30,SAM,New
Peru,Canada,1965,3,transport aircraft,New
Spain,Canada,1967,12,transport aircraft,New
Panama,Canada,1969,1,transport aircraft,New
Spain,Canada,1972,8,transport aircraft,New
Peru,Canada,1972,3,transport aircraft,New
Brazil,Canada,1965,18,transport aircraft,New
United States,Canada,1955,50,light transport aircraft,New
United States,Canada,1965,4,transport aircraft,New
United Kingdom,Canada,1952,45,light transport aircraft,New
United States,Canada,1960,159,transport aircraft,New
United States,Canada,1987,12,APC,New
Angola,Canada,1986,4,aircraft engine,New
Kenya,Canada,1989,3,transport aircraft,New
United States,Canada,1985,2,APC,New
United States,Canada,1985,2,transport aircraft,New
Turkiye,Canada,1967,54,trainer aircraft,Second hand
Sri Lanka,Canada,1984,1,transport aircraft,Second hand
Peru,Canada,1970,16,transport aircraft,New
United States,Canada,1948,900,light transport aircraft,New
Haiti,Canada,1982,1,transport aircraft,New
Ecuador,Canada,1985,1,transport aircraft,New
Thailand,Canada,1948,18,trainer aircraft,New
Togo,Canada,1975,2,transport aircraft,New
Indonesia,Canada,1959,3,light transport aircraft,New
Cameroon,Canada,1985,1,transport aircraft,New
Turkiye,Canada,1957,10,minesweeper,Second hand
Belgium,Canada,1959,3,minesweeper,Second hand
Peru,Canada,1949,4,light transport aircraft,New
Oman,Canada,1968,3,transport aircraft,New
Oman,Canada,1972,2,transport aircraft,New
Panama,Canada,1973,2,transport aircraft,New
DR Congo,Canada,1974,3,transport aircraft,New
Malaysia,Canada,1968,16,transport aircraft,New
Norway,Canada,1971,23,FGA aircraft,Second hand
Morocco,Canada,1971,5,transport aircraft,Second hand
Indonesia,Canada,1958,2,light transport aircraft,Second hand
India,Canada,1963,16,transport aircraft,New
Finland,Canada,1957,2,light transport aircraft,New
Ecuador,Canada,1974,2,transport aircraft,New
Dominican Republic,Canada,1951,1,light transport aircraft,New
Dominican Republic,Canada,1960,2,light transport aircraft,Second hand
Colombia,Canada,1950,20,light transport aircraft,New
Colombia,Canada,1964,4,light transport aircraft,New
Chile,Canada,1966,8,transport aircraft,New
Chile,Canada,1960,4,light transport aircraft,New
Chile,Canada,1955,5,light transport aircraft,New
Chile,Canada,1950,8,light transport aircraft,New
Brazil,Canada,1967,6,transport aircraft,New
Australia,Canada,1968,4,transport aircraft,New
Australia,Canada,1953,2,light transport aircraft,New
Zambia,Canada,1965,6,trainer aircraft,Second hand
Zambia,Canada,1963,4,transport aircraft,New
Zambia,Canada,1974,7,transport aircraft,New
Zambia,Canada,1963,9,light transport aircraft,Second hand
Zambia,Canada,1971,1,transport aircraft,New
Norway,Canada,1966,5,transport aircraft,New
Uruguay,Canada,1952,1,light transport aircraft,New
Norway,Canada,1954,10,light transport aircraft,New
Tanzania,Canada,1970,8,transport aircraft,Second hand
Peru,Canada,1963,2,light transport aircraft,New
Netherlands,Canada,1955,9,light transport aircraft,New
Mexico,Canada,1975,4,maritime patrol aircraft,Second hand
Lebanon,Canada,1949,3,trainer aircraft,New
Kuwait,Canada,1965,2,transport aircraft,New
South Korea,Canada,1965,10,light transport aircraft,New
Kenya,Canada,1970,2,transport aircraft,New
Jamaica,Canada,1966,1,transport aircraft,New
Iraq,Canada,1954,1,light transport aircraft,New
